Finance Year,Award Date,Fund,Programme Type,Recipient Org:Name,Title,Identifier,Amount Awarded,Scheme,Currency,Funding Org:Identifier,Funding Org:Name,Data source,Date modified
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Gasyard Development Trust,Lottery grant to Gasyard Development Trust (2014-2015),GB-ACNI-178e9f85196f44dae50264e7c815a5aa,40000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Headliners (UK),Lottery grant to Headliners (UK) (2014-2015),GB-ACNI-bfe1df491b3241d75af20cfb24ec6869,21000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Kids' Own Publishing Partnership Ltd,Lottery grant to Kids' Own Publishing Partnership Ltd (2014-2015),GB-ACNI-6e692316daeee0bb70a6273f8069ddac,13800,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Liberties Media Ltd (Trading Name: Liberties Press),Lottery grant to Liberties Media Ltd (Trading Name: Liberties Press) (2014-2015),GB-ACNI-19aea3e596294cb01b46c404138e6b6d,19478,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Linen Hall Library,Lottery grant to Linen Hall Library (2014-2015),GB-ACNI-e71430f8be3a3ec38b9de5322078eb1a,36860,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Little Island Books Limited,Lottery grant to Little Island Books Limited (2014-2015),GB-ACNI-07cfc77d86b2d06b24b94d31d04ede75,17200,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,MADD Music,Lottery grant to MADD Music (2014-2015),GB-ACNI-bd7359a60c33e1b52658b4de858fae6f,24250,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,North West Carnival Initiative,Lottery grant to North West Carnival Initiative (2014-2015),GB-ACNI-d266faa981d1ec78bc48c356ff02ce70,34780,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Northern Ireland Theatre Association (NITA),Lottery grant to Northern Ireland Theatre Association (NITA) (2014-2015),GB-ACNI-ec0df1f4c9b0175b7dc21a3a20fb76a2,51000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Outburst Arts Festival,Lottery grant to Outburst Arts Festival (2014-2015),GB-ACNI-3e9f5e2db9143a5696dca090557bd079,35500,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Outline Press (Book Publishers) Ltd,Lottery grant to Outline Press (Book Publishers) Ltd (2014-2015),GB-ACNI-37fd12be4838a569958f03af7353ec95,19862,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Patrician Youth Centre,Lottery grant to Patrician Youth Centre (2014-2015),GB-ACNI-0aff636144e936376628a529103be1d7,20890,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Rawlife Theatre Company,Lottery grant to Rawlife Theatre Company (2014-2015),GB-ACNI-ea32b908926b1419d5838a4dd8e447d6,30000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Royal Ulster Academy,Lottery grant to Royal Ulster Academy (2014-2015),GB-ACNI-36ec38bf32014f1ba754313d5e2fc3d3,9068,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,R-Space Gallery CIC,Lottery grant to R-Space Gallery CIC (2014-2015),GB-ACNI-f547494d52c039a1f0b459b193cd6976,24190,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Sevengate Publishing Ltd,Lottery grant to Sevengate Publishing Ltd (2014-2015),GB-ACNI-92ed2987702b52a50f6143c4e0b61971,16000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Sliabh Beagh Development Association,Lottery grant to Sliabh Beagh Development Association (2014-2015),GB-ACNI-eba5e24038988462b768e051db37313e,40000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Something Special,Lottery grant to Something Special (2014-2015),GB-ACNI-8f6d9c06dec4cfa1fd04edae588d49ab,16000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Stage Beyond Theatre Company,Lottery grant to Stage Beyond Theatre Company (2014-2015),GB-ACNI-19852b76b2a0a7aec4cdd24d98d93c8a,29016,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Stewart Parker Trust,Lottery grant to Stewart Parker Trust (2014-2015),GB-ACNI-5a8443f6cd55773166756ab3de4233b7,11335,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Strand Arts Centre,Lottery grant to Strand Arts Centre (2014-2015),GB-ACNI-6ba8a3674c747a3f44c32a92365c310f,45000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,The Actors Company,Lottery grant to The Actors Company (2014-2015),GB-ACNI-5139f51ad763acc04c9c004c5c94d398,40000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,The Gallery Press,Lottery grant to The Gallery Press (2014-2015),GB-ACNI-8df0cbb9fa5b5adcb3c5e004d6e5ec54,12800,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Ulster Youth Choir,Lottery grant to Ulster Youth Choir (2014-2015),GB-ACNI-397cf4605103c888fd37defdff18cb06,44295,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Upper Springfield Development Company Ltd,Lottery grant to Upper Springfield Development Company Ltd (2014-2015),GB-ACNI-5afdb602afcf15c3664912466129c7bb,31100,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Wilde West Ltd,Lottery grant to Wilde West Ltd (2014-2015),GB-ACNI-8474d696a668732ba074f48308ab42f0,35000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Lottery - Project Funding,Young at Art,Lottery grant to Young at Art (2014-2015),GB-ACNI-7e96e06c0a04af018c5023d256209b60,16667,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Music Touring,Moving on Music,Lottery grant to Moving on Music (2014-2015),GB-ACNI-3bb0f97896669926eee43331b1d48ccc,31985,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Music Touring,Open House Traditional Arts Festival Ltd,Lottery grant to Open House Traditional Arts Festival Ltd (2014-2015),GB-ACNI-12c72f84e437980763c3a2f3370f2d72,15525,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Music Touring,Quercus Ensemble,Lottery grant to Quercus Ensemble (2014-2015),GB-ACNI-634bc2dda407db776ea8dbf0189b78b2,22715,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Music Touring,Walled City Music Trust,Lottery grant to Walled City Music Trust (2014-2015),GB-ACNI-5b67f376904a6365d3446359dd7a63dc,18890,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Altnaveigh Memorial Pipe Band,Exchequer grant to Altnaveigh Memorial Pipe Band (2014-2015),GB-ACNI-19ca9787f5e23bd65477931a762c03d3,3807,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Ballygowan Concert Flute Band,Exchequer grant to Ballygowan Concert Flute Band (2014-2015),GB-ACNI-fd88479399653bc862fc5fabedc66bfd,5000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Ballynenagh True Blues Flute Band,Exchequer grant to Ballynenagh True Blues Flute Band (2014-2015),GB-ACNI-56e1b408feb3302cb9d820e0e56ade67,1436,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Ballyrea Flute Band,Exchequer grant to Ballyrea Flute Band (2014-2015),GB-ACNI-7d579d6c885f738cfadec8eda77d349c,4725,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Britannia Concert Band,Exchequer grant to Britannia Concert Band (2014-2015),GB-ACNI-c7d911b2a33433b5e8c995d24472800a,2135,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Caw Flute Band,Exchequer grant to Caw Flute Band (2014-2015),GB-ACNI-728cada098ff78e85af6e4343a549d4e,3236,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Craigywarren Flute Band,Exchequer grant to Craigywarren Flute Band (2014-2015),GB-ACNI-b5725839db01a09dbf701d3d4df47ad7,2040,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Drumderg Flute Band Keady,Exchequer grant to Drumderg Flute Band Keady (2014-2015),GB-ACNI-272ccef0a81a232b5c7e5e5cf7bfd642,5000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Dunaghy Flute Band,Exchequer grant to Dunaghy Flute Band (2014-2015),GB-ACNI-9c859ee5cfd9c125f8cee62af8e5d25e,5000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Dynamic Brass,Exchequer grant to Dynamic Brass (2014-2015),GB-ACNI-81f3546c77d4fc679997b5b9eaa845e5,5000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Garvagh Pipe Band,Exchequer grant to Garvagh Pipe Band (2014-2015),GB-ACNI-8a9ce703c50a78f9cfacfb63929019ab,5000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Goldsprings True Defenders Flute Band,Exchequer grant to Goldsprings True Defenders Flute Band (2014-2015),GB-ACNI-bac6c2ec66410ec09833e8338a95fb82,5000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Hamilton Flute Band,Exchequer grant to Hamilton Flute Band (2014-2015),GB-ACNI-e6487eff3407fccfb01e29aea2d9c8ef,4650,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Kildoag Pipe Band,Exchequer grant to Kildoag Pipe Band (2014-2015),GB-ACNI-59aa2036cd8fdfe77de91ffc730dbfd6,5000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Killen Pipe Band,Exchequer grant to Killen Pipe Band (2014-2015),GB-ACNI-d096c8656daa03e7c931481be4ce3396,4825,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Killylea Silver Band,Exchequer grant to Killylea Silver Band (2014-2015),GB-ACNI-06c0b7d06d99aa7edfc4bd9ae8c98bae,3892,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Lisburn Flute Orchestra,Exchequer grant to Lisburn Flute Orchestra (2014-2015),GB-ACNI-011a30132e7dbfddc4def87f2b6dd03c,3446,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Macosquin First Flute Band,Exchequer grant to Macosquin First Flute Band (2014-2015),GB-ACNI-f72a2b698d41734c376bedace125c59f,5000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Marlacoo and District Pipe Band,Exchequer grant to Marlacoo and District Pipe Band (2014-2015),GB-ACNI-cc2f6b9897297bee49fcab465042618e,4466,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Ormeau Concert Band,Exchequer grant to Ormeau Concert Band (2014-2015),GB-ACNI-348803c419011897a7a66f4eaa91559f,3577,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Poyntzpass Silver Band,Exchequer grant to Poyntzpass Silver Band (2014-2015),GB-ACNI-085891a60e1407703532bf60fbc72d5d,5000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Pride of William Auld Boys,Exchequer grant to Pride of William Auld Boys (2014-2015),GB-ACNI-2b4716d631ea82e73a632203dc4e69e6,3375,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Sandholes Accordion Band,Exchequer grant to Sandholes Accordion Band (2014-2015),GB-ACNI-25a640d608a3eb17606931be93603a86,4773,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Third Carrickfergus BB & OB Silver Band,Exchequer grant to Third Carrickfergus BB & OB Silver Band (2014-2015),GB-ACNI-be149ba0568c06ce988ecd4f21c12e7b,4032,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Musical Instruments,Tullycoll Coronation Accordion Band,Exchequer grant to Tullycoll Coronation Accordion Band (2014-2015),GB-ACNI-c5eba63b53984e17279475822102d824,5000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Public Art,Artichoke Trust,Lottery grant to Artichoke Trust (2014-2015),GB-ACNI-048b9724127d9a3eccce9dfa60280422,100000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Public Art,Forbairt Feirste,Lottery grant to Forbairt Feirste (2014-2015),GB-ACNI-32233bd2d98c83057e96f88da1d9233a,44940,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Public Art,Lisburn Historic Quarter Arts Group,Lottery grant to Lisburn Historic Quarter Arts Group (2014-2015),GB-ACNI-8fad8d2715c32e93cef37ffe136b7345,43000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Public Art,Mourne Heritage Trust,Lottery grant to Mourne Heritage Trust (2014-2015),GB-ACNI-1178bd633b0d3150f2135eb9bceaabdc,12850,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Other,Re-Imaging - Stage 1,ARC Healthy Living Centre,Other grant to ARC Healthy Living Centre (2014-2015),GB-ACNI-995ca55ed68cc76f39508684e0c79df9,4843,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Re-Imaging - Stage 1,Arts for All,Lottery grant to Arts for All (2014-2015),GB-ACNI-b82612cc80038cb94bfc89320dc68925,4600,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Re-Imaging - Stage 1,Birches Action Rural Network,Lottery grant to Birches Action Rural Network (2014-2015),GB-ACNI-662bbf2d21af8d4253f1a71506741c65,4600,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Other,Re-Imaging - Stage 1,Black Mountain Shared Space Project,Other grant to Black Mountain Shared Space Project (2014-2015),GB-ACNI-84820610e04fa6d3e73eab56942650d4,4800,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Other,Re-Imaging - Stage 1,Brown Square Development Association,Other grant to Brown Square Development Association (2014-2015),GB-ACNI-b068ec1ab026c7a604225efabaf14ce0,4400,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Other,Re-Imaging - Stage 1,Cairns Residents Group,Other grant to Cairns Residents Group (2014-2015),GB-ACNI-d3b1cbbb3fd9ef2c08e0845c7ed99b59,4290,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Re-Imaging - Stage 1,Cliftonville Community Group,Lottery grant to Cliftonville Community Group (2014-2015),GB-ACNI-cfe4ec94a71a2bf9becf79c2d405a588,4150,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
