Ref No,Identifier,Recipient Org:Name,Title,Amount Awarded,Currency,Award Date,Decision quarter,Area,Beneficiary Location:Name,Main art form,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Data Source,Last modified
25429615,360G-ACE-25429615,Phizzical,The Winter's Tale,15000,GBP,2013-10-28,Q3,Midlands,Leicester,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25391113,360G-ACE-25391113,Neil Callaghan,A Fine Balance,14997,GBP,2013-10-29,Q3,South West,Eastleigh,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25418876,360G-ACE-25418876,The Bike Shed Theatre,"Ignite, Exeter's Festival of Theatre",15000,GBP,2013-10-29,Q3,South West,Exeter,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25419590,360G-ACE-25419590,Rod Maclachlan,Shutter works - production and exhibition,6500,GBP,2013-10-29,Q3,South West,"Bristol, City of",Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25113787,360G-ACE-25113787,LAS Theatre,The Enlightenment Cafe: New Atlantis,21800,GBP,2013-10-29,Q3,London,Tower Hamlets,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25136979,360G-ACE-25136979,Born Aged 7,Macbeth,35000,GBP,2013-10-29,Q3,London,Southwark,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25143523,360G-ACE-25143523,Eva Recacha,Easy Rider (working title),19755,GBP,2013-10-29,Q3,London,Hackney,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25146577,360G-ACE-25146577,Book Slam Ltd,Book Slam,30000,GBP,2013-10-29,Q3,London,Hackney,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25182614,360G-ACE-25182614,Out of Chaos,The Flying Roast Goose Premiere,30241,GBP,2013-10-29,Q3,London,Bromley,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25121359,360G-ACE-25121359,Birmingham City University,Interactivos? Birmingham,29700,GBP,2013-10-29,Q3,Midlands,Birmingham,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25129795,360G-ACE-25129795,Birmingham Hippodrome Theatre Trust Ltd,International Dance Festival Birmingham2014 (IDFB),220000,GBP,2013-10-29,Q3,Midlands,Birmingham,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25137072,360G-ACE-25137072,Owen Craven-Griffiths,SHAME  spoken word & mixed media stage production,49500,GBP,2013-10-29,Q3,Midlands,Leicester,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25155610,360G-ACE-25155610,James Walker,Dawn of the Unread (DOTU),60530,GBP,2013-10-29,Q3,Midlands,Nottingham,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25171442,360G-ACE-25171442,Capsule Events Ltd,Supersonic Festival 2014 and 2015,174500,GBP,2013-10-29,Q3,Midlands,Birmingham,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25400148,360G-ACE-25400148,Move to Stand,Fat Man,11391,GBP,2013-10-29,Q3,South East,Brighton and Hove,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25400432,360G-ACE-25400432,Watts Gallery,Roundels of GF and Mary Watts at Watts Gallery,15000,GBP,2013-10-29,Q3,South East,Guildford,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25411324,360G-ACE-25411324,ArtsAgenda,ArtsAgenda & Nymans Garden - Sculpture Installation,13956,GBP,2013-10-29,Q3,South East,Brighton and Hove,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25412145,360G-ACE-25412145,Lucy Yates,From the Mountains Descended Night - a novel,6491,GBP,2013-10-29,Q3,South East,Norwich,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25416221,360G-ACE-25416221,Marine Studios CIC,Margate Games,14530,GBP,2013-10-29,Q3,South East,Thanet,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25418792,360G-ACE-25418792,Joanna Guthrie,The Wish Tide,7500,GBP,2013-10-29,Q3,South East,Norwich,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25440387,360G-ACE-25440387,Jenny Lewis,'Writing Mesopotamia',5000,GBP,2013-10-29,Q3,South East,Oxford,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25384804,360G-ACE-25384804,The Riot Ensemble,2014 Season,6000,GBP,2013-10-29,Q3,London,Lambeth,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25389460,360G-ACE-25389460,Catherine Johnson,The City and Iris UK tour,10000,GBP,2013-10-29,Q3,London,Newham,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25389485,360G-ACE-25389485,Sandra Kubaniova,Zena - Exhibition of Slovak contemporary artists,3400,GBP,2013-10-29,Q3,Other,Other,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25389518,360G-ACE-25389518,Lucia Garavaglia,The Eterphilous Society,3330,GBP,2013-10-29,Q3,London,Tower Hamlets,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25392573,360G-ACE-25392573,Ashley Francis,5's A Crowd,14503,GBP,2013-10-29,Q3,London,Newham,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25397090,360G-ACE-25397090,Simple 8 Theatre Company,Research and Development of A Passage To India,10424,GBP,2013-10-29,Q3,London,Brent,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25404605,360G-ACE-25404605,Dominique Le Gendre,Professional Development and Research,13800,GBP,2013-10-29,Q3,London,Lambeth,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25407385,360G-ACE-25407385,Old Saw LLP,Tomten Spring 2014 Tour,13484,GBP,2013-10-29,Q3,London,Ealing,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25410968,360G-ACE-25410968,Ruth Beale,Lindgren & Langlois: The Archive Paradox,3271,GBP,2013-10-29,Q3,London,Southwark,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25411266,360G-ACE-25411266,Commonwealth Arts & Cultural Foundation,Commonwealth Festival 2013,10000,GBP,2013-10-29,Q3,London,Wandsworth,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25419873,360G-ACE-25419873,Tessa Garland,Sleep Walk,6500,GBP,2013-10-29,Q3,London,Waltham Forest,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25426263,360G-ACE-25426263,Effy Efthymiou,Parting,6499,GBP,2013-10-29,Q3,London,Enfield,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25429360,360G-ACE-25429360,Northwood Arts,Northwood World Arts Programme,13750,GBP,2013-10-29,Q3,London,Hillingdon,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25135105,360G-ACE-25135105,National Rail Museum Shildon,Steamsong,56010,GBP,2013-10-29,Q3,North,County Durham,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25173910,360G-ACE-25173910,Northern Film and Media,Connect / Exchange,26026,GBP,2013-10-29,Q3,North,Gateshead,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25178539,360G-ACE-25178539,Amber Film & Photography Collective,Eurovisions,78000,GBP,2013-10-29,Q3,North,Newcastle upon Tyne,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25180464,360G-ACE-25180464,Inspired Youth Arts Ltd,Young Carers Revolution KS2 Performance Project,45966,GBP,2013-10-29,Q3,North,York,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25187418,360G-ACE-25187418,Imperial War Museum,Reactions14,47000,GBP,2013-10-29,Q3,North,Trafford,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25387381,360G-ACE-25387381,Sarah Tulloch,Cut Series,4762,GBP,2013-10-30,Q3,North,Newcastle upon Tyne,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25388479,360G-ACE-25388479,Sarah Dixon,The Quiet Compere on Tour,10000,GBP,2013-10-30,Q3,North,Manchester,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25390426,360G-ACE-25390426,Park View 4U,The Festival of Stories,13050,GBP,2013-10-30,Q3,North,Fylde,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25391678,360G-ACE-25391678,Bryn Harrison,Bryn Harrison / Tim Head,9820,GBP,2013-10-30,Q3,North,Calderdale,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25400320,360G-ACE-25400320,Robert Graham,Riots,15000,GBP,2013-10-30,Q3,North,Newcastle upon Tyne,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25405309,360G-ACE-25405309,Heather Bird,Evolution Arts Centre,15000,GBP,2013-10-30,Q3,North,Cheshire East,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25407898,360G-ACE-25407898,Mike Mcgrother,#biggersmile,15000,GBP,2013-10-30,Q3,North,Stockton-on-Tees,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25419006,360G-ACE-25419006,The Paper Birds Theatre Company,"'Blind' - research, development & premier",14999,GBP,2013-10-30,Q3,North,Bradford,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25419527,360G-ACE-25419527,Theatre Auracaria Ltd,Holocaust Memorial Day 2014,9970,GBP,2013-10-30,Q3,North,North Tyneside,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25422126,360G-ACE-25422126,Clare McCormack,Podium,4000,GBP,2013-10-30,Q3,North,Leeds,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25424887,360G-ACE-25424887,Cheshire Artists Network,Cheshire Artists Network The Great War Exhibitions,14300,GBP,2013-10-30,Q3,North,Cheshire West and Chester,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25429309,360G-ACE-25429309,Paul Digby,Portraits of Emotions,15000,GBP,2013-10-30,Q3,North,Leeds,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25179741,360G-ACE-25179741,Oxford City Council,Dancin' Oxford 2014-2016,129000,GBP,2013-10-30,Q3,South East,Oxford,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25443245,360G-ACE-25443245,Polish Expats Association,Public Art Erdington,8379,GBP,2013-11-05,Q3,Midlands,Birmingham,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25462596,360G-ACE-25462596,B Arts,The Lost Post Office,8320,GBP,2013-11-05,Q3,Midlands,Newcastle-under-Lyme,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25466949,360G-ACE-25466949,Leona Jones,cello project (working title),10000,GBP,2013-11-05,Q3,Other,Other,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25468545,360G-ACE-25468545,Stratford Upon Avon Literary Festival,Journeys Project,9160,GBP,2013-11-05,Q3,Midlands,Stratford-on-Avon,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25474110,360G-ACE-25474110,Cinnamon Press,Developing Independent Press & Writer Talent,15300,GBP,2013-11-05,Q3,Midlands,Northampton,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25449862,360G-ACE-25449862,Butterfly Psyche Theatre,The Blue Bird,14965,GBP,2013-11-05,Q3,South West,Bath and North East Somerset,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25468648,360G-ACE-25468648,Joli Vyann,Joli Vyann Marketing R & D  'Crossing Borders',12500,GBP,2013-11-05,Q3,South West,Eastleigh,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25477504,360G-ACE-25477504,Healing Arts Unlimited,The Healing Arts Unlimited Launch Project,7500,GBP,2013-11-05,Q3,South West,Taunton Deane,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25441247,360G-ACE-25441247,Christina Katic,SICK - research and development stage 1,6090,GBP,2013-11-06,Q3,London,Wandsworth,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25448108,360G-ACE-25448108,Bombastic Ltd,Mr Magik's House,11908,GBP,2013-11-06,Q3,London,Kingston upon Thames,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25448366,360G-ACE-25448366,The Society Of Authors,The Society of Authors' Translation Prizes,4950,GBP,2013-11-06,Q3,London,Kensington and Chelsea,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25449599,360G-ACE-25449599,Rachael Nanyonjo,2:1 Research and Development,9891,GBP,2013-11-06,Q3,London,Croydon,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25449621,360G-ACE-25449621,Duncan Eagles,Partikel + The Spectrum String Quartet,6150,GBP,2013-11-06,Q3,London,Kingston upon Thames,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
